cik,symbol,sector,sub_industry,date,year,accession,primary_doc,path
0000006951,AMAT,Information Technology,Semiconductor Materials & Equipment,2024-12-13,2024,0000006951-24-000044,amat-20241027.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000006951\000000695124000044\amat-20241027.htm
0000006951,AMAT,Information Technology,Semiconductor Materials & Equipment,2023-12-15,2023,0000006951-23-000041,amat-20231029.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000006951\000000695123000041\amat-20231029.htm
0000006951,AMAT,Information Technology,Semiconductor Materials & Equipment,2022-12-16,2022,0000006951-22-000043,amat-20221030.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000006951\000000695122000043\amat-20221030.htm
0000006951,AMAT,Information Technology,Semiconductor Materials & Equipment,2021-12-17,2021,0000006951-21-000043,amat-20211031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000006951\000000695121000043\amat-20211031.htm
0000006951,AMAT,Information Technology,Semiconductor Materials & Equipment,2020-12-11,2020,0000006951-20-000048,amat-20201025.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000006951\000000695120000048\amat-20201025.htm
0001751008,APP,Information Technology,Application Software,2026-02-19,2026,0001751008-26-000010,app-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001751008\000175100826000010\app-20251231.htm
0001751008,APP,Information Technology,Application Software,2025-02-27,2025,0001751008-25-000018,app-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001751008\000175100825000018\app-20241231.htm
0001751008,APP,Information Technology,Application Software,2024-02-26,2024,0001751008-24-000012,app-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001751008\000175100824000012\app-20231231.htm
0001751008,APP,Information Technology,Application Software,2023-02-28,2023,0001751008-23-000006,app-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001751008\000175100823000006\app-20221231.htm
0001751008,APP,Information Technology,Application Software,2022-03-11,2022,0001751008-22-000005,app-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001751008\000175100822000005\app-20211231.htm
0001521332,APTV,Consumer Discretionary,Automotive Parts & Equipment,2026-02-06,2026,0001521332-26-000009,aptv-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001521332\000152133226000009\aptv-20251231.htm
0001521332,APTV,Consumer Discretionary,Automotive Parts & Equipment,2025-02-07,2025,0001521332-25-000010,aptv-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001521332\000152133225000010\aptv-20241231.htm
0001521332,APTV,Consumer Discretionary,Automotive Parts & Equipment,2024-02-06,2024,0001521332-24-000011,aptv-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001521332\000152133224000011\aptv-20231231.htm
0001521332,APTV,Consumer Discretionary,Automotive Parts & Equipment,2023-02-08,2023,0001521332-23-000013,aptv-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001521332\000152133223000013\aptv-20221231.htm
0001521332,APTV,Consumer Discretionary,Automotive Parts & Equipment,2022-02-07,2022,0001521332-22-000010,aptv-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001521332\000152133222000010\aptv-20211231.htm
0001521332,APTV,Consumer Discretionary,Automotive Parts & Equipment,2021-02-08,2021,0001521332-21-000009,aptv-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001521332\000152133221000009\aptv-20201231.htm
0000947484,ACGL,Financials,Property & Casualty Insurance,2026-02-26,2026,0000947484-26-000017,acgl-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000947484\000094748426000017\acgl-20251231.htm
0000947484,ACGL,Financials,Property & Casualty Insurance,2025-02-27,2025,0000947484-25-000017,acgl-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000947484\000094748425000017\acgl-20241231.htm
0000947484,ACGL,Financials,Property & Casualty Insurance,2024-02-23,2024,0000947484-24-000020,acgl-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000947484\000094748424000020\acgl-20231231.htm
0000947484,ACGL,Financials,Property & Casualty Insurance,2023-02-24,2023,0000947484-23-000015,acgl-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000947484\000094748423000015\acgl-20221231.htm
0000947484,ACGL,Financials,Property & Casualty Insurance,2022-02-25,2022,0000947484-22-000015,acgl-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000947484\000094748422000015\acgl-20211231.htm
0000947484,ACGL,Financials,Property & Casualty Insurance,2021-02-26,2021,0000947484-21-000028,acgl-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000947484\000094748421000028\acgl-20201231.htm
0000007084,ADM,Consumer Staples,Agricultural Products & Services,2026-02-17,2026,0000007084-26-000011,adm-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000007084\000000708426000011\adm-20251231.htm
0000007084,ADM,Consumer Staples,Agricultural Products & Services,2025-02-20,2025,0000007084-25-000011,adm-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000007084\000000708425000011\adm-20241231.htm
0000007084,ADM,Consumer Staples,Agricultural Products & Services,2024-03-12,2024,0000007084-24-000009,adm-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000007084\000000708424000009\adm-20231231.htm
0000007084,ADM,Consumer Staples,Agricultural Products & Services,2023-02-14,2023,0000007084-23-000010,adm-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000007084\000000708423000010\adm-20221231.htm
0000007084,ADM,Consumer Staples,Agricultural Products & Services,2022-02-17,2022,0000007084-22-000008,adm-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000007084\000000708422000008\adm-20211231.htm
0000007084,ADM,Consumer Staples,Agricultural Products & Services,2021-02-18,2021,0000007084-21-000008,adm-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000007084\000000708421000008\adm-20201231.htm
0001176948,ARES,Financials,Asset Management & Custody Banks,2026-02-25,2026,0001628280-26-011413,ares-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001176948\000162828026011413\ares-20251231.htm
0001176948,ARES,Financials,Asset Management & Custody Banks,2025-02-27,2025,0001628280-25-008665,ares-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001176948\000162828025008665\ares-20241231.htm
0001176948,ARES,Financials,Asset Management & Custody Banks,2024-02-27,2024,0001628280-24-007014,ares-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001176948\000162828024007014\ares-20231231.htm
0001176948,ARES,Financials,Asset Management & Custody Banks,2023-02-24,2023,0001628280-23-005081,ares-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001176948\000162828023005081\ares-20221231.htm
0001176948,ARES,Financials,Asset Management & Custody Banks,2022-02-28,2022,0001628280-22-004289,ares-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001176948\000162828022004289\ares-20211231.htm
0001176948,ARES,Financials,Asset Management & Custody Banks,2021-02-25,2021,0001628280-21-003314,ares-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001176948\000162828021003314\ares-20201231.htm
0001596532,ANET,Information Technology,Communications Equipment,2026-02-17,2026,0001596532-26-000013,anet-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001596532\000159653226000013\anet-20251231.htm
0001596532,ANET,Information Technology,Communications Equipment,2025-02-19,2025,0001596532-25-000028,anet-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001596532\000159653225000028\anet-20241231.htm
0001596532,ANET,Information Technology,Communications Equipment,2024-02-13,2024,0001596532-24-000043,anet-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001596532\000159653224000043\anet-20231231.htm
0001596532,ANET,Information Technology,Communications Equipment,2023-02-14,2023,0001596532-23-000016,anet-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001596532\000159653223000016\anet-20221231.htm
0001596532,ANET,Information Technology,Communications Equipment,2022-02-15,2022,0001596532-22-000026,anet-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001596532\000159653222000026\anet-20211231.htm
0000354190,AJG,Financials,Insurance Brokers,2026-02-17,2026,0001628280-26-008662,ajg-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000354190\000162828026008662\ajg-20251231.htm
0000354190,AJG,Financials,Insurance Brokers,2025-02-18,2025,0000950170-25-021775,ajg-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000354190\000095017025021775\ajg-20241231.htm
0000354190,AJG,Financials,Insurance Brokers,2024-02-09,2024,0000950170-24-013370,ajg-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000354190\000095017024013370\ajg-20231231.htm
0000354190,AJG,Financials,Insurance Brokers,2023-02-10,2023,0000950170-23-002456,ajg-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000354190\000095017023002456\ajg-20221231.htm
0000354190,AJG,Financials,Insurance Brokers,2022-02-18,2022,0001564590-22-005714,ajg-10k_20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000354190\000156459022005714\ajg-10k_20211231.htm
0000354190,AJG,Financials,Insurance Brokers,2021-02-08,2021,0001564590-21-004555,ajg-10k_20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000354190\000156459021004555\ajg-10k_20201231.htm
0001267238,AIZ,Financials,Multi-line Insurance,2026-02-19,2026,0001267238-26-000010,aiz-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001267238\000126723826000010\aiz-20251231.htm
0001267238,AIZ,Financials,Multi-line Insurance,2025-02-20,2025,0001267238-25-000008,aiz-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001267238\000126723825000008\aiz-20241231.htm
0001267238,AIZ,Financials,Multi-line Insurance,2024-02-15,2024,0001267238-24-000008,aiz-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001267238\000126723824000008\aiz-20231231.htm
0001267238,AIZ,Financials,Multi-line Insurance,2023-02-17,2023,0001267238-23-000007,aiz-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001267238\000126723823000007\aiz-20221231.htm
0001267238,AIZ,Financials,Multi-line Insurance,2022-02-22,2022,0001267238-22-000006,aiz-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001267238\000126723822000006\aiz-20211231.htm
0001267238,AIZ,Financials,Multi-line Insurance,2021-02-19,2021,0001267238-21-000010,aiz-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001267238\000126723821000010\aiz-20201231.htm
0000732717,T,Communication Services,Integrated Telecommunication Services,2026-02-09,2026,0000732717-26-000120,t-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000732717\000073271726000120\t-20251231.htm
0000732717,T,Communication Services,Integrated Telecommunication Services,2025-02-12,2025,0000732717-25-000013,t-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000732717\000073271725000013\t-20241231.htm
0000732717,T,Communication Services,Integrated Telecommunication Services,2024-02-23,2024,0000732717-24-000009,t-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000732717\000073271724000009\t-20231231.htm
0000732717,T,Communication Services,Integrated Telecommunication Services,2023-02-13,2023,0000732717-23-000011,t-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000732717\000073271723000011\t-20221231.htm
0000732717,T,Communication Services,Integrated Telecommunication Services,2022-02-16,2022,0000732717-22-000015,t-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000732717\000073271722000015\t-20211231.htm
0000731802,ATO,Utilities,Gas Utilities,2025-11-14,2025,0000731802-25-000056,ato-20250930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000731802\000073180225000056\ato-20250930.htm
0000731802,ATO,Utilities,Gas Utilities,2024-11-18,2024,0000731802-24-000030,ato-20240930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000731802\000073180224000030\ato-20240930.htm
0000731802,ATO,Utilities,Gas Utilities,2023-11-14,2023,0000731802-23-000028,ato-20230930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000731802\000073180223000028\ato-20230930.htm
0000731802,ATO,Utilities,Gas Utilities,2022-11-14,2022,0000731802-22-000037,ato-20220930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000731802\000073180222000037\ato-20220930.htm
0000731802,ATO,Utilities,Gas Utilities,2021-11-12,2021,0000731802-21-000040,ato-20210930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000731802\000073180221000040\ato-20210930.htm
0000731802,ATO,Utilities,Gas Utilities,2020-11-13,2020,0000731802-20-000040,ato202093010-k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000731802\000073180220000040\ato202093010-k.htm
0000769397,ADSK,Information Technology,Application Software,2026-03-03,2026,0000769397-26-000015,adsk-20260131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000769397\000076939726000015\adsk-20260131.htm
0000769397,ADSK,Information Technology,Application Software,2025-03-06,2025,0000769397-25-000019,adsk-20250131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000769397\000076939725000019\adsk-20250131.htm
0000769397,ADSK,Information Technology,Application Software,2024-06-10,2024,0000769397-24-000090,adsk-20240131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000769397\000076939724000090\adsk-20240131.htm
0000769397,ADSK,Information Technology,Application Software,2023-03-14,2023,0000769397-23-000036,adsk-20230131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000769397\000076939723000036\adsk-20230131.htm
0000769397,ADSK,Information Technology,Application Software,2022-03-14,2022,0000769397-22-000019,adsk-20220131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000769397\000076939722000019\adsk-20220131.htm
0000769397,ADSK,Information Technology,Application Software,2021-03-19,2021,0000769397-21-000014,adsk-20210131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000769397\000076939721000014\adsk-20210131.htm
0000008670,ADP,Industrials,Human Resource & Employment Services,2025-08-06,2025,0000008670-25-000037,adp-20250630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008670\000000867025000037\adp-20250630.htm
0000008670,ADP,Industrials,Human Resource & Employment Services,2024-08-07,2024,0000008670-24-000024,adp-20240630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008670\000000867024000024\adp-20240630.htm
0000008670,ADP,Industrials,Human Resource & Employment Services,2023-08-03,2023,0000008670-23-000030,adp-20230630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008670\000000867023000030\adp-20230630.htm
0000008670,ADP,Industrials,Human Resource & Employment Services,2022-08-03,2022,0000008670-22-000038,adp-20220630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008670\000000867022000038\adp-20220630.htm
0000008670,ADP,Industrials,Human Resource & Employment Services,2021-08-04,2021,0000008670-21-000027,adp-20210630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008670\000000867021000027\adp-20210630.htm
0000008670,ADP,Industrials,Human Resource & Employment Services,2020-08-05,2020,0000008670-20-000032,adp-20200630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008670\000000867020000032\adp-20200630.htm
0000866787,AZO,Consumer Discretionary,Automotive Retail,2025-10-27,2025,0001104659-25-102611,azo-20250830x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000866787\000110465925102611\azo-20250830x10k.htm
0000866787,AZO,Consumer Discretionary,Automotive Retail,2024-10-28,2024,0001558370-24-013758,azo-20240831x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000866787\000155837024013758\azo-20240831x10k.htm
0000866787,AZO,Consumer Discretionary,Automotive Retail,2023-10-24,2023,0001558370-23-016668,azo-20230826x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000866787\000155837023016668\azo-20230826x10k.htm
0000866787,AZO,Consumer Discretionary,Automotive Retail,2022-10-24,2022,0001558370-22-015239,azo-20220827x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000866787\000155837022015239\azo-20220827x10k.htm
0000866787,AZO,Consumer Discretionary,Automotive Retail,2021-10-25,2021,0001558370-21-013446,azo-20210828x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000866787\000155837021013446\azo-20210828x10k.htm
0000866787,AZO,Consumer Discretionary,Automotive Retail,2020-10-26,2020,0001558370-20-011748,azo-20200829x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000866787\000155837020011748\azo-20200829x10k.htm
0000915912,AVB,Real Estate,Multi-Family Residential REITs,2026-02-27,2026,0000915912-26-000004,avb-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915912\000091591226000004\avb-20251231.htm
0000915912,AVB,Real Estate,Multi-Family Residential REITs,2025-02-27,2025,0000915912-25-000005,avb-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915912\000091591225000005\avb-20241231.htm
0000915912,AVB,Real Estate,Multi-Family Residential REITs,2024-02-23,2024,0000915912-24-000004,avb-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915912\000091591224000004\avb-20231231.htm
0000915912,AVB,Real Estate,Multi-Family Residential REITs,2023-02-24,2023,0000915912-23-000004,avb-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915912\000091591223000004\avb-20221231.htm
0000915912,AVB,Real Estate,Multi-Family Residential REITs,2022-02-25,2022,0000915912-22-000005,avb-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915912\000091591222000005\avb-20211231.htm
0000915912,AVB,Real Estate,Multi-Family Residential REITs,2021-02-25,2021,0000915912-21-000004,avb-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915912\000091591221000004\avb-20201231.htm
0000008818,AVY,Materials,Paper & Plastic Packaging Products & Materials,2026-02-25,2026,0000008818-26-000015,avy-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008818\000000881826000015\avy-20251231.htm
0000008818,AVY,Materials,Paper & Plastic Packaging Products & Materials,2025-02-26,2025,0000008818-25-000003,avy-20241228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008818\000000881825000003\avy-20241228.htm
0000008818,AVY,Materials,Paper & Plastic Packaging Products & Materials,2024-02-21,2024,0000008818-24-000003,avy-20231230.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008818\000000881824000003\avy-20231230.htm
0000008818,AVY,Materials,Paper & Plastic Packaging Products & Materials,2023-02-22,2023,0000008818-23-000002,avy-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008818\000000881823000002\avy-20221231.htm
0000008818,AVY,Materials,Paper & Plastic Packaging Products & Materials,2022-02-23,2022,0001193125-22-049910,d179463d10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008818\000119312522049910\d179463d10k.htm
0000008818,AVY,Materials,Paper & Plastic Packaging Products & Materials,2021-02-25,2021,0001193125-21-055146,d20372d10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000008818\000119312521055146\d20372d10k.htm
0001069183,AXON,Industrials,Aerospace & Defense,2026-02-25,2026,0001628280-26-011360,axon-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001069183\000162828026011360\axon-20251231.htm
0001069183,AXON,Industrials,Aerospace & Defense,2025-02-28,2025,0001069183-25-000019,axon-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001069183\000106918325000019\axon-20241231.htm
0001069183,AXON,Industrials,Aerospace & Defense,2024-02-27,2024,0001069183-24-000006,axon-20231231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001069183\000106918324000006\axon-20231231x10k.htm
0001069183,AXON,Industrials,Aerospace & Defense,2023-02-28,2023,0001558370-23-002413,axon-20221231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001069183\000155837023002413\axon-20221231x10k.htm
0001069183,AXON,Industrials,Aerospace & Defense,2022-02-25,2022,0001558370-22-002006,axon-20211231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001069183\000155837022002006\axon-20211231x10k.htm
0001069183,AXON,Industrials,Aerospace & Defense,2021-02-26,2021,0001558370-21-001873,axon-20201231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001069183\000155837021001873\axon-20201231x10k.htm
0001701605,BKR,Energy,Oil & Gas Equipment & Services,2026-02-05,2026,0001701605-26-000007,bkr-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001701605\000170160526000007\bkr-20251231.htm
0001701605,BKR,Energy,Oil & Gas Equipment & Services,2025-02-04,2025,0001701605-25-000035,bkr-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001701605\000170160525000035\bkr-20241231.htm
0001701605,BKR,Energy,Oil & Gas Equipment & Services,2024-02-05,2024,0001701605-24-000033,bkr-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001701605\000170160524000033\bkr-20231231.htm
0001701605,BKR,Energy,Oil & Gas Equipment & Services,2023-02-14,2023,0001701605-23-000044,bkr-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001701605\000170160523000044\bkr-20221231.htm
0001701605,BKR,Energy,Oil & Gas Equipment & Services,2022-02-11,2022,0001701605-22-000050,bkr-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001701605\000170160522000050\bkr-20211231.htm
0001701605,BKR,Energy,Oil & Gas Equipment & Services,2021-02-25,2021,0001701605-21-000026,bkr-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001701605\000170160521000026\bkr-20201231.htm
0000009389,BALL,Materials,"Metal, Glass & Plastic Containers",2026-02-19,2026,0001104659-26-017410,ball-20251231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000009389\000110465926017410\ball-20251231x10k.htm
0000009389,BALL,Materials,"Metal, Glass & Plastic Containers",2025-02-20,2025,0001558370-25-001190,ball-20241231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000009389\000155837025001190\ball-20241231x10k.htm
0000009389,BALL,Materials,"Metal, Glass & Plastic Containers",2024-02-20,2024,0001558370-24-001349,ball-20231231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000009389\000155837024001349\ball-20231231x10k.htm
0000009389,BALL,Materials,"Metal, Glass & Plastic Containers",2023-02-21,2023,0000009389-23-000011,bll-20221231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000009389\000000938923000011\bll-20221231x10k.htm
0000009389,BALL,Materials,"Metal, Glass & Plastic Containers",2022-02-16,2022,0001558370-22-001251,bll-20211231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000009389\000155837022001251\bll-20211231x10k.htm
0000009389,BALL,Materials,"Metal, Glass & Plastic Containers",2021-02-17,2021,0001558370-21-001121,bll-20201231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000009389\000155837021001121\bll-20201231x10k.htm
0000070858,BAC,Financials,Diversified Banks,2026-02-25,2026,0000070858-26-000157,bac-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000070858\000007085826000157\bac-20251231.htm
0000010456,BAX,Health Care,Health Care Equipment,2026-02-12,2026,0001628280-26-007733,bax-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010456\000162828026007733\bax-20251231.htm
0000010456,BAX,Health Care,Health Care Equipment,2025-02-21,2025,0001628280-25-007201,bax-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010456\000162828025007201\bax-20241231.htm
0000010456,BAX,Health Care,Health Care Equipment,2024-02-08,2024,0001628280-24-003932,bax-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010456\000162828024003932\bax-20231231.htm
0000010456,BAX,Health Care,Health Care Equipment,2023-02-09,2023,0001628280-23-002864,bax-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010456\000162828023002864\bax-20221231.htm
0000010456,BAX,Health Care,Health Care Equipment,2022-02-23,2022,0001628280-22-003432,bax-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010456\000162828022003432\bax-20211231.htm
0000010456,BAX,Health Care,Health Care Equipment,2021-02-11,2021,0001628280-21-001867,bax-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010456\000162828021001867\bax-20201231.htm
0000010795,BDX,Health Care,Health Care Equipment,2025-11-25,2025,0000010795-25-000099,bdx-20250930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010795\000001079525000099\bdx-20250930.htm
